task,system,query_id,product_type,relevant_count,ranking_depth,mrr,first_relevant_rank,recall@1,hit@1,ndcg@1,recall@5,hit@5,ndcg@5,recall@10,hit@10,ndcg@10,recall@50,hit@50,ndcg@50
image,faiss_flat,image_B07RJY9S7F,grocery,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07RJY9YH2,grocery,1,1000,0.3333333333333333,3,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
image,faiss_flat,image_B07RJY9YH2,grocery,1,1000,0.3333333333333333,3,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
image,numpy_exact,image_B07RL34TPT,grocery,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07RL34TPT,grocery,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07RM3Y17Y,health_personal_care,1,1000,0.5,2,0.0,0.0,0.0,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575
image,faiss_flat,image_B07RM3Y17Y,health_personal_care,1,1000,0.5,2,0.0,0.0,0.0,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575
image,numpy_exact,image_B07RM3YRL1,grocery,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07RM3YRL1,grocery,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07RQS4G6V,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07RQS4G6V,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07RQS5JTZ,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07RQS5JTZ,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07RQS7VX7,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07RQS7VX7,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07RQWX2NM,hardware,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07RQWX2NM,hardware,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07RVG236B,necklace,1,1000,0.07692307692307693,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.26264953503719357
image,faiss_flat,image_B07RVG236B,necklace,1,1000,0.07692307692307693,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.26264953503719357
image,numpy_exact,image_B07RY96194,skin_cleaning_agent,1,1000,0.5,2,0.0,0.0,0.0,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575
image,faiss_flat,image_B07RY96194,skin_cleaning_agent,1,1000,0.5,2,0.0,0.0,0.0,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575
image,numpy_exact,image_B07S5L8ZYY,noodle,1,1000,0.00546448087431694,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image,faiss_flat,image_B07S5L8ZYY,noodle,1,1000,0.00546448087431694,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image,numpy_exact,image_B07S8QMR1X,home,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07S8QMR1X,home,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07SBJLFNN,planter,1,1000,0.3333333333333333,3,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
image,faiss_flat,image_B07SBJLFNN,planter,1,1000,0.3333333333333333,3,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
image,numpy_exact,image_B07SN4D6KN,recreation_ball,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07SN4D6KN,recreation_ball,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07SP4HFWF,recreation_ball,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07SP4HFWF,recreation_ball,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07ST47MM4,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07ST47MM4,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07SW4P31H,finering,1,1000,0.16666666666666666,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3562071871080222,1.0,1.0,0.3562071871080222
image,faiss_flat,image_B07SW4P31H,finering,1,1000,0.16666666666666666,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3562071871080222,1.0,1.0,0.3562071871080222
image,numpy_exact,image_B07SYCRR58,health_personal_care,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07SYCRR58,health_personal_care,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07T221PDR,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07T221PDR,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07T22M2V8,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07T22M2V8,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07T22ZF5C,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07T22ZF5C,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07T252XGL,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07T252XGL,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07T2C432X,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07T2C432X,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07T2K7HNY,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07T2K7HNY,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07T5W13YZ,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07T5W13YZ,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07T7KP48N,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07T7KP48N,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07T7ZY75G,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07T7ZY75G,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07T8PXM6K,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07T8PXM6K,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07T8Q1VW4,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07T8Q1VW4,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07T9TKV8N,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07T9TKV8N,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TBNDC8H,safety_supply,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TBNDC8H,safety_supply,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TBV4DY9,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TBV4DY9,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TBV4RJR,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TBV4RJR,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TBV6HT7,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TBV6HT7,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TC5F5PC,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TC5F5PC,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TC5X16Y,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TC5X16Y,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TDTD4Q3,safety_supply,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TDTD4Q3,safety_supply,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TF19TKG,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TF19TKG,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TF1D8W1,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TF1D8W1,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TF1F29L,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TF1F29L,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TFDD1MR,home_bed_and_bath,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TFDD1MR,home_bed_and_bath,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TG3R62T,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TG3R62T,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TG4KGVN,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TG4KGVN,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TG4PDK5,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TG4PDK5,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TG4SR3P,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TG4SR3P,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TGZWN33,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TGZWN33,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TGZZMDB,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TGZZMDB,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TH325LX,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TH325LX,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TH351KT,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TH351KT,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TH9K2Z4,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TH9K2Z4,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TL47DMF,shoes,1,1000,0.14285714285714285,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333
image,faiss_flat,image_B07TL47DMF,shoes,1,1000,0.14285714285714285,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333
image,numpy_exact,image_B07TPCNZT1,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TPCNZT1,cellular_phone_case,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TT6GQ7G,string_light,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TT6GQ7G,string_light,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TTCJ1MF,rug,1,1000,0.02127659574468085,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.17905223175104137
image,faiss_flat,image_B07TTCJ1MF,rug,1,1000,0.02127659574468085,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.17905223175104137
image,numpy_exact,image_B07TV62C7B,grocery,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TV62C7B,grocery,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TYPL3NP,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TYPL3NP,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TZN7GP9,home,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TZN7GP9,home,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07TZQSJZV,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07TZQSJZV,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07V33JTKP,handbag,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07V33JTKP,handbag,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07VC3DR5P,biss,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07VC3DR5P,biss,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07VFVHT9D,home,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07VFVHT9D,home,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07VJS4PCG,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07VJS4PCG,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07VLLL4C9,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07VLLL4C9,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07VQ73RFN,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07VQ73RFN,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07VSXF7S6,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07VSXF7S6,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07VTD5Q3N,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07VTD5Q3N,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07VTDBP4D,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07VTDBP4D,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07VTDBP57,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07VTDBP57,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07VW9B6PX,health_personal_care,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07VW9B6PX,health_personal_care,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07VXGBXWD,power_supplies_or_protection,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07VXGBXWD,power_supplies_or_protection,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07W4QK8C7,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07W4QK8C7,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07W5BD3C4,light_fixture,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07W5BD3C4,light_fixture,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07W5R75YP,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07W5R75YP,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07W6W6RHK,shoes,1,1000,0.07142857142857142,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2559580248098155
image,faiss_flat,image_B07W6W6RHK,shoes,1,1000,0.07142857142857142,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2559580248098155
image,numpy_exact,image_B07W7243ZM,health_personal_care,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07W7243ZM,health_personal_care,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07WBSWRLR,herb,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07WBSWRLR,herb,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07WG3VLLK,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07WG3VLLK,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07WN4Z1CF,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07WN4Z1CF,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,numpy_exact,image_B07WNPQCLR,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
image,faiss_flat,image_B07WNPQCLR,shoes,1,1000,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
